path_id,index,x,y,z
5,0,286.2594,-150.0000,411.8028
5,1,298.0807,-150.0000,413.8660
5,2,309.3183,-150.0000,409.6570
5,3,315.8185,-150.0000,399.5700
5,4,316.6802,-150.0000,387.6010
5,5,315.1199,-150.0000,375.7028
5,6,305.6224,-150.0000,368.3681
5,7,293.6750,-150.0000,367.2460
5,8,283.2120,-150.0000,373.1219
5,9,274.7193,-150.0000,381.5998
5,10,264.0115,-149.9594,387.0164
5,11,258.0854,-139.5341,386.5761
5,12,256.8551,-127.6013,386.2652
5,13,255.6255,-115.6739,386.7374
5,14,254.3988,-103.7418,386.3901
5,15,251.4255,-92.8061,382.4442
5,16,239.9332,-92.6487,378.9943
5,17,236.5260,-92.6487,390.5005
5,18,237.9915,-92.6487,402.4107
5,19,249.9447,-92.6871,403.4680
5,20,253.0936,-93.2054,391.9002
5,21,255.6361,-104.9161,391.2731
5,22,255.8184,-116.6644,388.8348
5,23,256.9577,-128.5963,388.2588
5,24,258.1844,-140.4924,389.2478
5,25,264.2344,-149.9632,393.4551
5,26,272.9542,-149.9999,401.6991
5,27,282.0989,-150.0000,409.4693
6,0,1088.4135,-100.0000,229.6635
6,1,1081.8639,-100.0000,239.7185
6,2,1079.9458,-100.0000,251.5642
6,3,1084.8876,-100.0000,262.4993
6,4,1095.0983,-100.0000,268.8034
6,5,1106.9916,-100.0000,270.4008
6,6,1118.7287,-100.0000,267.9031
6,7,1130.6352,-100.4679,266.4830
6,8,1141.3837,-104.3601,262.8332
6,9,1152.4027,-108.7733,261.0712
6,10,1163.8789,-109.3852,264.5240
6,11,1175.2709,-109.3893,268.2954
6,12,1187.1551,-109.3893,269.9583
6,13,1198.4378,-109.3893,265.8715
6,14,1205.8950,-109.3893,256.4700
6,15,1208.0361,-109.3893,244.6625
6,16,1202.9944,-109.3893,233.7731
6,17,1193.5871,-109.3893,226.3230
6,18,1182.0350,-109.3893,223.0751
6,19,1170.8179,-109.3893,227.3385
6,20,1162.3146,-109.3893,235.8057
6,21,1152.7461,-109.2044,243.0452
6,22,1141.7110,-104.5109,243.4891
6,23,1130.6913,-100.0984,241.7296
6,24,1120.3299,-100.0000,235.6772
6,25,1110.6311,-100.0000,228.6108
6,26,1099.2197,-100.0000,224.8989
7,0,927.2574,-209.3893,464.7672
7,1,939.1006,-209.3893,462.8339
7,2,950.3920,-209.3893,458.7715
7,3,953.9640,-209.3893,447.3154
7,4,951.4200,-209.3893,435.5882
7,5,945.6912,-209.3893,425.0439
7,6,936.6803,-209.3893,417.1191
7,7,925.0385,-209.3893,414.2088
7,8,913.4852,-209.3893,417.4525
7,9,904.3446,-209.3893,425.2275
7,10,894.1511,-209.3876,431.5593
7,11,883.1672,-208.0979,426.9020
7,12,872.7448,-202.1503,426.9072
7,13,860.9148,-200.5548,425.6803
7,14,849.1379,-200.0929,423.4241
7,15,837.2446,-200.0000,425.0185
7,16,834.1786,-200.0000,436.6202
7,17,822.2599,-200.0000,438.0148
7,18,815.0264,-200.0000,447.5895
7,19,818.4944,-200.0000,459.0775
7,20,820.2988,-200.0000,470.9410
7,21,814.9155,-200.0025,481.6658
7,22,812.9612,-203.1041,493.0921
7,23,824.9463,-203.1047,493.6885
7,24,834.7294,-203.1047,500.6377
7,25,836.4092,-203.1047,512.5196
7,26,840.3536,-203.0985,501.1864
7,27,836.7248,-202.8993,489.7499
7,28,835.1447,-200.0962,478.1894
7,29,841.9647,-200.0000,468.3162
7,30,852.6999,-200.0025,462.9540
7,31,863.1727,-200.4433,457.1121
7,32,874.8163,-203.3068,456.6369
